country,week,NO2,PM2.5
Colombia,1,,
Colombia,2,,
Colombia,3,,
Colombia,4,,
Colombia,5,,
Colombia,6,,
Colombia,7,,
Colombia,8,,
Colombia,9,,
Colombia,10,,
Colombia,11,,
Costa Rica,1,,13.0
Costa Rica,2,,13.0
Costa Rica,3,,13.0
Costa Rica,4,,13.0
Costa Rica,5,,13.0
Costa Rica,6,,16.428571428571427
Costa Rica,7,,23.0
Costa Rica,8,,23.0
Costa Rica,9,,28.333333333333332
Costa Rica,10,,29.857142857142858
Costa Rica,11,,29.428571428571427
El Salvador,1,,13.0
El Salvador,2,,13.0
El Salvador,3,,13.0
El Salvador,4,,13.0
El Salvador,5,,13.0
El Salvador,6,,16.428571428571427
El Salvador,7,,23.0
El Salvador,8,,23.0
El Salvador,9,,28.333333333333332
El Salvador,10,,29.857142857142858
El Salvador,11,,29.428571428571427
Ethiopia,1,,44.2
Ethiopia,2,,62.714285714285715
Ethiopia,3,,59.0
Ethiopia,4,,51.42857142857143
Ethiopia,5,,61.285714285714285
Ethiopia,6,,64.42857142857143
Ethiopia,7,,66.14285714285714
Ethiopia,8,,48.285714285714285
Ethiopia,9,,58.42857142857143
Ethiopia,10,,54.57142857142857
Ethiopia,11,,55.142857142857146
Kenya,1,,140.4
Kenya,2,,138.42857142857142
Kenya,3,,148.85714285714286
Kenya,4,,123.42857142857143
Kenya,5,,139.85714285714286
Kenya,6,,125.14285714285714
Kenya,7,,123.57142857142857
Kenya,8,,130.85714285714286
Kenya,9,,116.71428571428571
Kenya,10,,112.28571428571429
Kenya,11,,111.57142857142857
Puerto Rico,1,,13.0
Puerto Rico,2,,13.0
Puerto Rico,3,,13.0
Puerto Rico,4,,13.0
Puerto Rico,5,,13.0
Puerto Rico,6,,16.428571428571427
Puerto Rico,7,,23.0
Puerto Rico,8,,23.0
Puerto Rico,9,,28.333333333333332
Puerto Rico,10,,29.857142857142858
Puerto Rico,11,,29.428571428571427
Uganda,1,,140.4
Uganda,2,,138.42857142857142
Uganda,3,,148.85714285714286
Uganda,4,,123.42857142857143
Uganda,5,,139.85714285714286
Uganda,6,,125.14285714285714
Uganda,7,,123.57142857142857
Uganda,8,,130.85714285714286
Uganda,9,,116.71428571428571
Uganda,10,,112.28571428571429
Uganda,11,,111.57142857142857
Uzbekistan,1,,83.8
Uzbekistan,2,,105.85714285714286
Uzbekistan,3,,76.42857142857143
Uzbekistan,4,,94.85714285714286
Uzbekistan,5,,85.0
Uzbekistan,6,,114.14285714285714
Uzbekistan,7,,68.57142857142857
Uzbekistan,8,,87.14285714285714
Uzbekistan,9,,62.42857142857143
Uzbekistan,10,,66.28571428571429
Uzbekistan,11,,68.71428571428571
